,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
226,Paf69b1a5226,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Joe Steele,2022-04-12,2022-07-29,108 days,2707,9745.2,300
227,Paf69b1a7227,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Chad Chavez,2007-02-06,2007-07-19,163 days,2078,11290.47,800
228,Paf69b1a8228,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Jessica Smith,2022-06-12,2022-11-23,164 days,287,1568.93,1400
229,Paf69b1a9229,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Roger Torno,2017-06-21,2017-12-29,191 days,683,4348.43,1600
230,Paf69d8b5230,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Kenneth Rodriguez,2022-11-05,2023-05-02,178 days,167,990.87,1100
231,Paf69d8b7231,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Della Armstrong,2022-03-17,2022-07-27,132 days,1204,5297.6,1200
232,Paf69d8b9232,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Alicia Smith,2016-04-06,2016-07-11,96 days,1568,5017.6,1900
233,Paf69d8ba233,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Amanda Gordon,2015-06-25,2015-09-03,70 days,1234,2879.33,500
234,Paf69d8bc234,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Saul Stewart,2019-12-07,2020-05-03,148 days,2643,13038.8,1800
235,Paf69d8be235,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Robert Richard,2022-06-05,2023-02-14,254 days,1774,15019.87,200
236,Paf69ffc7236,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Carrie Davis,2022-09-12,2023-09-04,357 days,2011,23930.9,600
237,Paf69ffc8237,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Jesse Guardado,2021-11-05,2022-09-11,310 days,2903,29997.67,1700
238,Paf69ffc9238,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Samuel Moses,2010-05-01,2010-12-06,219 days,1622,11840.6,600
239,Paf69ffca239,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Eric Burke,2009-12-14,2010-10-10,300 days,2332,23320.0,1100
240,Paf69ffcb240,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Curtis Earl,2015-11-12,2016-09-19,312 days,2542,26436.8,1700
241,Paf69ffcd241,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Eric Pacheco,2021-05-05,2022-04-02,332 days,2932,32447.47,1400
242,Paf69ffcf242,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,James Hardiman,2019-09-20,2020-09-08,354 days,2894,34149.2,1800
243,Paf6a26d9243,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Andrea Reed,2014-08-02,2015-01-25,176 days,2404,14103.47,1300
244,Paf6a26db244,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Eleanor West,2017-07-13,2018-02-24,226 days,2477,18660.07,1500
245,Paf6a26dc245,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Alisha Hennings,2021-06-14,2022-01-25,225 days,150,1125.0,1700
246,Paf6a26dd246,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Fabian Leung,2002-08-17,2003-03-15,210 days,2826,19782.0,900
247,Paf6a26de247,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Marjorie Velarde,2020-10-04,2021-05-11,219 days,656,4788.8,1500
248,Paf6a26e0248,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Maria Cartwright,2022-03-12,2022-05-17,66 days,2164,4760.8,700
249,Paf6a26e2249,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Jennifer Saiz,2013-07-15,2014-05-16,305 days,284,2887.33,800
250,Paf6a4dec250,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",James Coker,2019-05-10,2019-09-26,139 days,289,1339.03,200
251,Paf6a4dee251,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Cheryl Eubanks,2022-07-06,2022-10-09,95 days,2504,7929.33,400
252,Paf6a4def252,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Jose Dimartino,2020-06-02,2021-05-24,356 days,2881,34187.87,700
253,Paf6a4df0253,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Randi Banks,2011-06-06,2012-05-24,353 days,2530,29769.67,1000
254,Paf6a4df2254,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Joshua Annis,2022-04-14,2023-02-28,320 days,2544,27136.0,200
255,Paf6a4df3255,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Stephen Kelsey,2022-04-18,2022-12-22,248 days,2555,21121.33,600
256,Paf6a74fe256,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Anthony Olewine,2011-09-07,2011-12-03,87 days,869,2520.1,1600
257,Paf6a74ff257,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Aaron Bennett,2006-11-17,2007-10-18,335 days,2184,24388.0,1800
258,Paf6a7500258,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Judith Cummings,2014-08-04,2015-07-12,342 days,1301,14831.4,900
259,Paf6a7501259,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Bob Manthe,2011-11-02,2012-08-17,289 days,195,1878.5,1700
260,Paf6a7502260,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Patricia Stanley,2022-09-01,2022-12-05,95 days,2052,6498.0,700
261,Paf6a7503261,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",John Schmidt,2022-10-02,2023-02-04,125 days,931,3879.17,300
262,Paf6a7504262,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Amanda Larson,2021-02-09,2021-07-02,143 days,1011,4819.1,700
263,Paf6a7505263,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Betty Reiners,2020-10-04,2021-04-04,182 days,1810,10980.67,1500
264,Paf6a7506264,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",James Caulder,2018-11-16,2019-03-20,124 days,1564,6464.53,200
265,Paf6a7508265,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Elliot Crittendon,2016-08-10,2016-12-03,115 days,2521,9663.83,500
266,Paf6a9c11266,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Amy Jeffers,2022-06-01,2023-04-17,320 days,143,1525.33,1000
267,Paf6a9c12267,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Bert Forbes,2016-11-04,2017-01-18,75 days,1121,2802.5,1900
268,Paf6a9c14268,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Donnie Carbone,2018-08-27,2019-01-28,154 days,1021,5241.13,900
269,Paf6a9c15269,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Kathleen Rosenstock,2022-05-23,2023-03-17,298 days,1895,18823.67,200
270,Paf6a9c16270,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Scott Perez,2001-12-13,2002-08-30,260 days,1035,8970.0,100
271,Paf6a9c17271,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,James Pesce,2018-07-18,2019-04-29,285 days,259,2460.5,400
272,Paf6a9c19272,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Craig Hobbs,2021-03-15,2021-07-13,120 days,1480,5920.0,300
273,Paf6ac322273,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Jimmy Randall,2016-10-11,2017-09-23,347 days,2821,32629.57,1800
274,Paf6ac323274,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Frank Hunt,2018-04-24,2019-04-12,353 days,1094,12872.73,1300
275,Paf6ac324275,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Charles Shockley,2017-02-20,2018-01-22,336 days,2986,33443.2,1900
276,Paf6ac326276,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Jerry Fields,2017-05-20,2017-09-24,127 days,2839,12018.43,1600
277,Paf6ac327277,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Julia Gettle,2016-07-24,2016-10-03,71 days,1120,2650.67,100
278,Paf6ac329278,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,David Henderson,2006-12-21,2007-03-17,86 days,786,2253.2,1600
279,Paf6ac32b279,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Richard Evans,2021-04-07,2021-06-19,73 days,2751,6694.1,1600
280,Paf6aea33280,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Patricia Henry,2015-04-28,2015-07-07,70 days,2741,6395.67,1400
281,Paf6aea35281,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Wayne Leblanc,2022-02-03,2022-07-18,165 days,1879,10334.5,700
282,Paf6aea36282,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Christine Bacon,2013-05-01,2013-11-28,211 days,610,4290.33,400
283,Paf6aea38283,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Kristina Garza,2021-11-20,2022-06-20,212 days,1066,7533.07,1600
284,Paf6aea39284,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Alison Gottfried,2009-06-18,2010-06-03,350 days,1452,16940.0,500
285,Paf6b114e285,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Michelle Bentley,2013-09-22,2014-04-23,213 days,1567,11125.7,900
286,Paf6b1150286,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Eula Smith,2020-07-28,2021-06-21,328 days,2468,26983.47,1900
287,Paf6b1151287,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Robin Nolden,2020-12-23,2021-11-17,329 days,321,3520.3,100
288,Paf6b1153288,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Gertrude Randall,2011-07-28,2011-11-18,113 days,2434,9168.07,1500
289,Paf6b1154289,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Nichol Colon,2013-10-13,2014-02-02,112 days,922,3442.13,1700
290,Paf6b1156290,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Betty Wood,2019-11-03,2020-10-04,336 days,843,9441.6,1400
291,Paf6b385a291,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Martha Carrigan,2014-03-11,2014-08-05,147 days,1629,7982.1,400
292,Paf6b385b292,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Helen Harris,2020-06-11,2020-12-10,182 days,2954,17920.93,300
293,Paf6b385c293,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Robert Daffron,2018-02-28,2018-11-27,272 days,176,1595.73,400
294,Paf6b385e294,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Kevin Fritter,2022-02-11,2022-07-27,166 days,1672,9251.73,1800
295,Paf6b3860295,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Charlotte Gambrell,2011-06-20,2012-05-25,340 days,1836,20808.0,900
296,Paf6b3862296,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Ezra Collier,2002-03-04,2003-01-07,309 days,128,1318.4,900
297,Paf6b5f6b297,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Michele Rhoads,2014-10-26,2015-01-22,88 days,2224,6523.73,1800
298,Paf6b5f6d298,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Marguerite Miller,2017-04-20,2018-02-09,295 days,473,4651.17,1900
299,Paf6b5f6f299,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Madeleine Steen,2021-03-23,2021-07-22,121 days,1282,5170.73,1900
300,Paf6b5f70300,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Cinthia Mawyer,2015-06-05,2016-04-27,327 days,521,5678.9,300
301,Paf6b5f71301,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Robert Hanlon,2005-09-14,2006-02-12,151 days,1271,6397.37,1700
302,Paf6b5f73302,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",David Jarzombek,2022-01-06,2022-05-26,140 days,216,1008.0,200
303,Paf6b867d303,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Cliff Lahr,2018-10-17,2019-09-23,341 days,1715,19493.83,500
304,Paf6b867e304,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Jaime Green,2017-03-10,2017-10-30,234 days,2069,16138.2,1100
305,Paf6b867f305,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Lois Holien,2017-09-05,2018-07-29,327 days,2664,29037.6,1800
306,Paf6b8681306,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Estell Woo,2008-09-11,2009-03-12,182 days,1844,11186.93,400
307,Paf6b8683307,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Theodore Barr,2018-03-22,2019-02-01,316 days,1873,19728.93,400
308,Paf6b8685308,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Judy Zepp,2021-07-17,2022-07-14,362 days,1305,15747.0,400
309,Paf6bad8f309,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,William Aubuchon,2018-07-14,2019-05-21,311 days,2490,25813.0,1600
310,Paf6bad90310,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",James Narro,2016-03-25,2016-11-12,232 days,1854,14337.6,100
311,Paf6bad91311,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Joshua Bagby,2022-10-06,2023-01-26,112 days,518,1933.87,1200
312,Paf6bad92312,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Barbara Rankins,2013-11-11,2014-07-21,252 days,1159,9735.6,1300
313,Paf6bad93313,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Richard Nock,2021-04-23,2022-03-23,334 days,1337,14885.27,800
314,Paf6bad94314,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Bryant Martin,2017-09-23,2018-02-27,157 days,2417,12648.97,900
315,Paf6bad95315,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,George Wilson,2022-10-26,2023-10-08,347 days,1588,18367.87,600
316,Paf6bad96316,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Kathleen Bell,2005-04-23,2006-01-19,271 days,2246,20288.87,1800
317,Paf6bad97317,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Brian Carlson,2015-09-14,2016-07-13,303 days,1572,15877.2,1100
318,Paf6bad98318,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,David Anderson,2018-08-26,2019-06-25,303 days,1459,14735.9,1400
319,Paf6bad99319,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Georgianna Littlejohn,2022-07-03,2023-03-03,243 days,1624,13154.4,300
320,Paf6bd4a2320,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Virginia Foster,2015-12-24,2016-12-16,358 days,1218,14534.8,1000
321,Paf6bd4a3321,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Elena Green,2019-12-10,2020-08-05,239 days,806,6421.13,900
322,Paf6bd4a5322,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Ricardo Doty,2022-10-04,2023-07-07,276 days,1511,13901.2,200
323,Paf6bd4a7323,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Rose Hughes,2020-04-12,2020-11-05,207 days,2765,19078.5,600
324,Paf6bd4a9324,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Diana Moore,2004-10-18,2005-07-12,267 days,1107,9852.3,500
325,Paf6bd4aa325,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Vickie Gonzalez,2010-12-03,2011-07-22,231 days,2816,21683.2,800
326,Paf6bd4ab326,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Jose Smith,2021-03-21,2021-09-06,169 days,1997,11249.77,1500
327,Paf6bfbb5327,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Dorothy Lamar,2013-08-04,2013-12-22,140 days,773,3607.33,1200
328,Paf6bfbb7328,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Al Oneil,2017-05-14,2018-01-09,240 days,615,4920.0,1000
329,Paf6bfbb9329,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Anna Sutton,2006-09-04,2007-01-24,142 days,1180,5585.33,1200
330,Paf6bfbbb330,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,James Beegle,2018-02-16,2018-05-08,81 days,1743,4706.1,100
331,Paf6bfbbc331,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Odis Perez,2021-01-06,2021-11-24,322 days,2269,24353.93,500
332,Paf6c22c6332,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Ramon Smith,2003-05-03,2003-12-11,222 days,2330,17242.0,1200
333,Paf6c22c7333,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,David Daus,2022-07-06,2022-12-22,169 days,2317,13052.43,1900
334,Paf6c22c9334,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Dale Gough,2022-01-08,2022-07-25,198 days,1000,6600.0,800
