,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
243,Pdd4a6910243,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Consuelo Wilson,2022-04-13,2023-02-06,299 days,2670,26611.0,600
244,Pdd4a69e6244,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Joann Friedman,2020-08-13,2021-05-22,282 days,1192,11204.8,700
245,Pdd4a69e8245,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Diana Horio,2021-12-08,2022-10-24,320 days,635,6773.33,500
246,Pdd4a69ea246,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Barbara Everett,2018-01-13,2018-08-17,216 days,2102,15134.4,1900
247,Pdd4a69ed247,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Irmgard Berry,2022-05-27,2023-04-19,327 days,2340,25506.0,1300
248,Pdd4a69ef248,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Robert Bouffard,2006-02-06,2007-01-13,341 days,2162,24574.73,600
249,Pdd4a69f2249,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Alberta Tom,2008-03-01,2008-11-09,253 days,1042,8787.53,1400
250,Pdd4a69f4250,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Melinda Corley,2022-02-01,2023-01-13,346 days,165,1903.0,300
251,Pdd4a69f6251,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Scott Moses,2014-11-08,2015-04-15,158 days,1575,8295.0,1200
252,Pdd4a69f9252,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,George Tate,2022-06-01,2023-03-23,295 days,2772,27258.0,400
253,Pdd4a69fc253,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Edward Eaton,2007-12-27,2008-12-23,362 days,1221,14733.4,1000
254,Pdd4a69ff254,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Stella Parkhurst,2017-02-11,2017-09-08,209 days,577,4019.77,200
255,Pdd4a6a02255,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Elizabeth Wheeler,2019-12-04,2020-10-22,323 days,348,3746.8,1200
256,Pdd4a6a05256,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Krista Butts,2019-08-03,2020-01-06,156 days,1776,9235.2,1300
257,Pdd4a6a07257,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Katharine Mitchell,2016-08-11,2016-10-17,67 days,1490,3327.67,500
258,Pdd4a6a09258,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Scott Blackwell,2022-11-25,2023-09-01,280 days,962,8978.67,1300
259,Pdd4a6a0b259,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,George Dyer,2013-11-10,2014-01-16,67 days,2509,5603.43,900
260,Pdd4a6a0d260,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Levi Josephson,2021-09-13,2022-08-21,342 days,531,6053.4,100
261,Pdd4a6a0f261,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Elizabeth Davis,2006-07-10,2006-12-28,171 days,2640,15048.0,1900
262,Pdd4a6a12262,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Paulette Hark,2021-02-23,2021-12-24,304 days,2836,28738.13,500
263,Pdd4a6a14263,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,William Lauze,2015-02-15,2015-07-22,157 days,2387,12491.97,700
264,Pdd4a6a17264,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Gary Cardinal,2019-05-26,2019-08-11,77 days,2709,6953.1,1900
265,Pdd4a6a1a265,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Luana Wright,2019-01-28,2019-07-23,176 days,1455,8536.0,1100
266,Pdd4a6a1d266,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Janet Schwartz,2011-11-26,2012-04-20,146 days,2561,12463.53,1200
267,Pdd4a6a1f267,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Horace Ward,2022-07-17,2023-04-26,283 days,542,5112.87,1700
268,Pdd4ba2a0268,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Kenny Serra,2015-07-11,2016-05-09,303 days,481,4858.1,1000
269,Pdd4bacb5269,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Betty Carter,2010-08-16,2011-02-02,170 days,160,906.67,800
270,Pdd4bacb7270,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Vincent Delfin,2010-01-03,2010-07-29,207 days,2686,18533.4,1200
271,Pdd4bacb9271,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Juanita Perkins,2002-12-14,2003-03-19,95 days,510,1615.0,1100
272,Pdd4bacbb272,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Benjamin Merkl,2017-08-04,2018-07-09,339 days,187,2113.1,900
273,Pdd4bacbd273,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Pamela Archuleta,2021-03-08,2021-10-14,220 days,1842,13508.0,1100
274,Pdd4bacc0274,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Mathew Saumier,2017-04-10,2017-08-16,128 days,1968,8396.8,1300
275,Pdd4bacc3275,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",John Huebner,2004-01-24,2004-04-23,90 days,2300,6900.0,800
276,Pdd4c06df276,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Sylvia Ocampo,2021-05-28,2021-09-07,102 days,339,1152.6,100
277,Pdd4c06e1277,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Bruce Brown,2022-04-10,2022-07-31,112 days,1814,6772.27,1100
278,Pdd4c06e3278,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Martha Riley,2021-12-24,2022-02-26,64 days,2906,6199.47,1100
279,Pdd4c06e5279,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Ray Scott,2022-06-23,2023-01-05,196 days,1577,10303.07,1800
280,Pdd4c06e7280,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Gerald Gabbert,2020-04-27,2020-12-18,235 days,845,6619.17,700
281,Pdd4c06e9281,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Lindsay Hise,2015-07-19,2016-01-09,174 days,2024,11739.2,800
282,Pdd4c06eb282,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Joyce Ventura,2007-05-15,2007-12-14,213 days,2716,19283.6,800
283,Pdd4c06ee283,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Gina Rimmer,2013-08-17,2013-11-28,103 days,2227,7646.03,300
284,Pdd4c06f0284,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Guillermo Smith,2005-08-24,2006-07-21,331 days,2949,32537.3,1300
285,Pdd4c06f2285,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Gabriella French,2022-10-26,2023-08-16,294 days,2109,20668.2,200
286,Pdd4c06f5286,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Tina Glenn,2019-08-18,2020-02-15,181 days,1962,11837.4,600
287,Pdd4c06f7287,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Lawrence Capito,2022-02-27,2022-08-16,170 days,786,4454.0,1000
288,Pdd4c06f9288,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Forrest Lambe,2022-05-13,2022-12-06,207 days,1033,7127.7,200
289,Pdd4c06fb289,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Michael Smith,2021-11-13,2022-05-03,171 days,676,3853.2,300
290,Pdd4c06fe290,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",William Stell,2017-11-19,2018-06-06,199 days,858,5691.4,400
291,Pdd4c0700291,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Jacob Brand,2020-10-05,2021-05-22,229 days,108,824.4,1100
292,Pdd4c0703292,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",David Sisk,2013-02-01,2013-12-09,311 days,2345,24309.83,600
293,Pdd4c0706293,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Bernard Kelley,2018-03-18,2018-06-10,84 days,777,2175.6,1700
294,Pdd4c0709294,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Patricia Elliston,2017-11-02,2018-09-10,312 days,1735,18044.0,1400
295,Pdd4c070b295,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Minnie Barker,2004-01-25,2004-06-24,151 days,531,2672.7,500
296,Pdd4c070e296,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Ruth Peyton,2022-08-08,2023-04-04,239 days,1504,11981.87,900
297,Pdd4c0710297,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Thomas Schaunaman,2009-04-13,2009-07-09,87 days,1717,4979.3,1400
298,Pdd4c0713298,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Jerry Lancaster,2017-03-03,2017-08-08,158 days,2471,13013.93,900
299,Pdd4c0715299,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Tiffani Brenner,2011-07-18,2011-11-22,127 days,1588,6722.53,200
300,Pdd4c0718300,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Rafael Plamondon,2018-08-17,2018-11-22,97 days,937,3029.63,1600
301,Pdd4c071b301,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Laura Cunningham,2021-09-17,2022-07-20,306 days,2003,20430.6,1200
302,Pdd4d4344302,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Jared Edwards,2022-08-04,2022-11-25,113 days,1720,6478.67,1900
303,Pdd4d5131303,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Matthew Carter,2022-11-01,2023-06-21,232 days,2381,18413.07,1700
304,Pdd4d5134304,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Patricia Medina,2020-06-06,2020-08-05,60 days,2572,5144.0,900
305,Pdd4d6a56305,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Roseann Speer,2020-03-09,2020-10-13,218 days,1036,7528.27,1000
306,Pdd4d6a58306,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Ronald Rinehart,2021-08-21,2021-11-04,75 days,2330,5825.0,1400
307,Pdd4d6a5a307,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Linda Outlaw,2014-03-10,2015-03-08,363 days,169,2044.9,1500
308,Pdd4d9167308,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Ronald Gomez,2017-03-27,2017-07-07,102 days,2765,9401.0,1100
309,Pdd4d916a309,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Kerry Sachs,2017-01-08,2017-09-15,250 days,1633,13608.33,200
310,Pdd4d916c310,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Jim Russell,2021-05-28,2022-03-14,290 days,1669,16133.67,1200
311,Pdd4d916e311,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",William Johnson,2007-12-06,2008-05-04,150 days,1994,9970.0,700
312,Pdd4db880312,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Mark Pipkin,2017-12-14,2018-11-01,322 days,284,3048.27,1700
313,Pdd4db882313,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Robert Greco,2021-08-18,2022-03-09,203 days,2741,18547.43,1700
314,Pdd4ddf95314,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Kim Rodibaugh,2020-03-21,2020-06-01,72 days,2922,7012.8,1900
315,Pdd4ddf98315,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Tony Farias,2020-08-09,2021-04-24,258 days,1484,12762.4,500
316,Pdd4ddf9a316,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",April Hader,2014-09-06,2015-01-15,131 days,150,655.0,700
317,Pdd4e069c317,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",David Pope,2022-12-18,2023-03-07,79 days,875,2304.17,200
318,Pdd4e069f318,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,James Amburn,2014-01-28,2014-07-31,184 days,846,5188.8,700
319,Pdd4e06a1319,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Bradford Hill,2015-06-06,2016-03-24,292 days,918,8935.2,1900
320,Pdd4e2db9320,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Walter Gregory,2017-05-28,2018-04-18,325 days,325,3520.83,100
321,Pdd4e2dbc321,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Marc Augustine,2022-03-12,2022-08-11,152 days,2084,10558.93,1100
322,Pdd4e54ca322,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Tracy Scales,2012-03-14,2012-11-30,261 days,1231,10709.7,400
323,Pdd4e54cc323,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Gretta Bullard,2020-02-04,2020-08-18,196 days,2971,19410.53,1400
324,Pdd4e54cf324,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Shirley Kramer,2010-02-20,2010-06-05,105 days,1936,6776.0,1500
325,Pdd4e7bd9325,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Roland Cole,2019-03-27,2019-10-24,211 days,1245,8756.5,1600
326,Pdd4e7bdc326,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Lauren Zamora,2007-01-23,2007-08-02,191 days,1728,11001.6,1800
327,Pdd4e7bde327,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Michael Perkins,2002-11-08,2003-04-23,166 days,3000,16600.0,1000
328,Pdd4ea2ef328,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Malcolm Fountain,2014-04-21,2014-07-26,96 days,2817,9014.4,1000
329,Pdd4ea2f2329,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Michael Houston,2020-05-14,2020-08-04,82 days,2642,7221.47,600
330,Pdd4ea2f5330,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Carolyn Jones,2020-03-09,2021-01-27,324 days,385,4158.0,1200
331,Pdd4eca01331,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Williams Coleman,2022-12-03,2023-11-27,359 days,1371,16406.3,500
332,Pdd4eca03332,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Mark Miller,2018-12-02,2019-08-15,256 days,1077,9190.4,400
333,Pdd4eca06333,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Justin Martin,2005-07-15,2005-09-26,73 days,1060,2579.33,100
334,Pdd4ef115334,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Tamara Vaz,2021-12-12,2022-06-17,187 days,1083,6750.7,600
335,Pdd4ef118335,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",David Mcdonald,2015-12-10,2016-05-17,159 days,2251,11930.3,1100
336,Pdd4f1827336,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,David Perez,2021-04-13,2021-08-10,119 days,1879,7453.37,1000
337,Pdd4f182a337,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Jeff Hall,2018-02-12,2018-07-23,161 days,1825,9794.17,900
338,Pdd4f182c338,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Craig Mckeever,2017-08-16,2018-04-24,251 days,1158,9688.6,1600
339,Pdd4f3f50339,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Raymond Navejas,2005-01-03,2005-12-27,358 days,2610,31146.0,200
340,Pdd4f3f53340,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Rose Hartness,2014-03-28,2015-02-08,317 days,1028,10862.53,900
341,Pdd4f3f55341,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Brenda Shiplett,2017-09-27,2018-09-13,351 days,608,7113.6,1800
342,Pdd4f3f57342,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",John Smith,2020-04-07,2020-11-14,221 days,2349,17304.3,500
343,Pdd4f664e343,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",David Martinez,2005-01-15,2005-10-22,280 days,2944,27477.33,500
344,Pdd4f6651344,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Heather Beard,2016-07-21,2016-10-27,98 days,1673,5465.13,1700
345,Pdd4f6653345,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Oscar Begay,2009-09-12,2010-06-25,286 days,2217,21135.4,1600
346,Pdd4f8d5f346,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Hattie Wynn,2013-01-04,2013-04-10,96 days,2331,7459.2,1700
347,Pdd4f8d61347,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Anthony Morford,2021-04-28,2022-03-20,326 days,870,9454.0,800
