,id,first_name,last_name,address_line_1,address_line_2,address_city,address_state,address_zipcode,gender,marital_status,us_citizen,dob,survey_id,last_4_social,occupation,annual_income,net_worth,pilot_flag,scuba_flag,auto_racing_flag,recreational_climbing_flag,felony_flag,dui_flag,suspended_license_flag
150,150,Douglas,Wesner,31353 Santa Elena Way,,Union City,CA,94587,1,Separated,0,1983-07-11,S50c2e82ddd50150,5166,Professional,37949,189745,0,1,0,0,0,0,1
151,151,Jeremiah,Mcmullen,5680 Eddins Road,,Montgomery,AL,36117,0,Divorced,1,1974-06-02,S50c2e82ddd50151,9140,Executive,141974,567896,1,0,0,1,1,1,1
152,152,Norma,Kinnaman,716 Waller Road,,Brentwood,TN,37027,0,Married,1,1957-09-07,S50c2e82ddd50152,0849,Superintendent,66050,330250,1,0,0,0,1,0,0
153,153,Frieda,Jones,9030 Pennington PIace,,Montgomery,AL,36117,0,Married,0,2000-05-24,S50c2e82ddd50153,2420,Agent,186495,932475,1,1,1,1,1,1,0
154,154,Stacy,Merkl,2399 East 14th Street,#29,San Leandro,CA,94577,1,Widowed,1,2000-04-25,S50c2e82ddd50154,3619,Specialist,74550,74550,1,1,0,1,0,0,0
155,155,Michelle,Williams,519 West 75th Avenue,#APT 000003,Anchorage,AK,99518,0,Separated,1,1984-10-17,S50c2e82ddd50155,7470,Researcher,59507,0,0,0,0,0,0,1,0
156,156,Tony,Dickhoff,11113 North Miller Avenue,,Oklahoma City,OK,73120,0,Divorced,0,1977-07-02,S50c2e82ddd50156,1039,Economist,125720,251440,0,0,1,1,0,1,1
157,157,Julie,Green,715 36.1 Road,,Palisade,CO,81526,1,Single,0,1966-04-17,S50c2e82ddd50157,2095,Representative,82616,413080,1,0,1,1,1,0,1
158,158,Eva,Whetstone,5108 Bass Place Southeast,,Washington,DC,20019,1,Married,0,1981-11-08,S50c2e82ddd50158,3343,Consultant,199412,199412,1,0,1,1,1,1,0
159,159,Ben,Records,4012 Heritage Place Drive,,Norman,OK,73072,0,Single,0,1963-12-11,S50c2e82ddd50159,5082,Supervisor,187936,751744,0,1,0,1,1,1,0
160,160,Ryan,Race,3408 Taylorsville Road,#1,Louisville,KY,40205,0,Single,1,1941-08-14,S50c2e82ddd50160,1980,Vice-president,119198,238396,0,0,0,0,1,1,1
161,161,Jami,Allen,11 Eclipse Court,,Alameda,CA,94501,0,Divorced,1,1950-04-01,S50c2e82ddd50161,0742,Manager,40281,40281,1,1,0,1,1,1,0
162,162,Jane,Panek,3302 Woodland Park Drive,#APT 000001,Anchorage,AK,99517,0,Single,1,1944-02-24,S50c2e82ddd50162,9665,Counsel,193574,967870,0,0,1,0,1,0,1
163,163,Katherine,Stokes,44 Downey Drive,,Manchester,CT,06040,1,Separated,1,1954-08-16,S50c2e82ddd50163,4645,Appraiser,169256,846280,1,0,0,1,1,1,1
164,164,Jada,Prescott,616 Bush Hill Road,,Manchester,CT,06040,1,Separated,1,1954-01-05,S50c2e82ddd50164,4374,Engineer,160465,802325,1,1,0,0,1,1,1
165,165,Jeffrey,Henderson,2032 4th Street Northwest,,Washington,DC,20001,1,Widowed,0,1964-09-14,S50c2e82ddd50165,2589,Officer,52535,157605,0,1,1,0,0,1,0
166,166,James,Stanley,1211 Rock Creek Trce,,Nashville,TN,37189,1,Single,1,1963-02-26,S50c2e82ddd50166,5973,Engineer,46217,92434,1,0,1,0,0,0,1
167,167,James,Conley,5804 West Abraham Lane,,Glendale,AZ,85308,1,Single,1,1962-12-23,S50c2e82ddd50167,0316,Operator,86212,172424,1,1,1,1,1,0,1
168,168,Daniel,Joy,527 Birch Mountain Road,,Manchester,CT,06040,0,Separated,0,1982-02-10,S50c2e82ddd50168,3306,Messenger,90545,90545,1,1,1,0,0,0,1
169,169,Paige,Dustman,2186 Knollwood Drive,,Boulder,CO,80302,0,Widowed,0,1972-07-26,S50c2e82ddd50169,3660,Analyst,93337,373348,0,1,1,0,0,1,0
170,170,Robert,Solomon,7030 Cotton Blossom Lane,,Montgomery,AL,36117,0,Divorced,0,1999-04-12,S50c2e82ddd50170,5222,Counsel,24420,48840,1,0,0,0,0,0,0
171,171,Viola,Shearer,37 East Broad Street,,Savannah,GA,31401,1,Divorced,1,1976-09-11,S50c2e82ddd50171,9940,Professional,78551,78551,1,0,0,0,0,0,0
172,172,Gail,Martinez,37600 Sycamore Street,,Newark,CA,94560,1,Widowed,0,1988-06-16,S50c2e82ddd50172,1295,Architect,170140,850700,0,1,0,0,0,0,0
173,173,Kristi,Wilkinson,7841 North 59th Lane,#G37,Glendale,AZ,85301,0,Widowed,0,1952-05-23,S50c2e82ddd50173,8003,Administrator,150004,300008,0,1,0,0,1,0,0
174,174,Ann,Trahan,982 Stonington Drive,,Arnold,MD,21012,1,Married,0,1980-03-13,S50c2e82ddd50174,7408,Appraiser,28935,86805,1,0,1,1,1,0,0
175,175,Dolores,Barron,420 Cove Villa Street,,Panama City Beach,FL,32407,1,Single,1,1957-06-06,S50c2e82ddd50175,0656,Leader,183596,367192,0,0,1,1,0,0,1
176,176,Joel,Gallagher,780 South Wilmington Avenue,#107,Fayetteville,AR,72701,0,Married,1,1981-09-15,S50c2e82ddd50176,6520,Counsel,56569,282845,0,1,0,1,1,1,1
177,177,Austin,Wiley,6221 West Wethersfield Road,,Glendale,AZ,85304,0,Separated,0,1989-09-23,S50c2e82ddd50177,0673,Boss,181917,181917,1,1,1,0,0,1,0
178,178,Louise,Askew,21950 Arnold Center Road,,Carson,CA,90810,1,Single,1,1996-06-21,S50c2e82ddd50178,3371,Boss,115504,346512,0,1,1,0,1,0,1
179,179,Arlene,Brown,7041 Coe Road,,Panama City,FL,32404,1,Single,1,1948-04-06,S50c2e82ddd50179,1638,Specialist,45798,137394,1,1,1,0,0,0,0
180,180,Muriel,Sartoris,5624 Oakes Drive,,Brentwood,TN,37027,0,Divorced,0,1943-08-06,S50c2e82ddd50180,9803,Agent,185275,741100,1,1,1,0,0,0,0
181,181,David,Lurry,3031 Montgomery Street,,Savannah,GA,31405,1,Widowed,1,1973-05-23,S50c2e82ddd50181,1503,Director,142435,0,0,0,0,0,1,1,0
182,182,Kristin,Goshay,9306 Taylorsville Road,,Louisville,KY,40299,0,Widowed,0,1986-02-10,S50c2e82ddd50182,9960,Representative,191881,383762,1,1,1,0,0,1,1
183,183,Megan,Davidson,17722 North 79th Avenue,#1135,Glendale,AZ,85308,1,Married,0,1996-07-23,S50c2e82ddd50183,8051,Economist,70940,0,1,1,1,1,0,0,1
184,184,Tracy,Brown,147 Willow Ridge Lane,,Indian Springs Village,AL,35124,1,Single,0,1976-07-08,S50c2e82ddd50184,5529,Superintendent,177158,708632,0,1,0,0,1,1,0
185,185,Michell,Lee,1939 Greenwood Street,,Savannah,GA,31404,1,Separated,0,1948-12-14,S50c2e82ddd50185,1079,Counsel,138604,0,0,1,0,0,1,0,0
186,186,Mary,Holly,4936 Sequoia Avenue,,Dublin,CA,94568,1,Separated,1,1949-05-13,S50c2e82ddd50186,2671,Specialist,175128,525384,0,0,0,1,0,1,0
187,187,Joy,King,106 Parker Parkway,,Mexico Beach,FL,32456,1,Married,0,1988-10-02,S50c2e82ddd50187,7037,Agent,127751,0,0,0,0,0,1,1,1
188,188,John,Bachman,8 Village Circle,,Randolph,VT,05060,1,Separated,0,1946-12-16,S50c2e82ddd50188,6999,Receptionist,109395,546975,1,1,0,0,0,0,0
189,189,Josephine,Jackson,521 East 4th Street,,Panama City,FL,32401,0,Single,1,1986-09-02,S50c2e82ddd50189,8339,Executive,50920,203680,0,1,1,0,1,1,1
190,190,Nancy,Goza,7645 Marshall Street,,Arvada,CO,80003,0,Single,1,1991-08-03,S50c2e82ddd50190,7523,Appraiser,40733,0,1,1,0,0,1,1,0
191,191,Rochelle,Flippen,13213 Spanish Moss Road,,Savannah,GA,31419,0,Divorced,0,1986-10-24,S50c2e82ddd50191,0047,Vice-president,37075,37075,0,1,0,1,1,0,1
192,192,Edward,Terrill,3701 Lake Towne Drive,,Nashville,TN,37013,0,Single,0,1997-04-18,S50c2e82ddd50192,2862,Controller,130724,261448,0,0,0,1,0,1,1
193,193,Susan,Keener,1054 Overton Lea Road,,Nashville,TN,37220,0,Single,1,1978-03-05,S50c2e82ddd50193,7832,Analyst,156700,313400,0,1,0,1,0,0,1
194,194,Elizabeth,Cobb,8700 Seaton Boulevard,,Montgomery,AL,36116,0,Divorced,0,1947-01-21,S50c2e82ddd50194,9485,Partner,49788,199152,0,1,1,0,1,1,0
195,195,Fred,Frazier,5385 Iris Street,,Arvada,CO,80002,1,Married,0,1992-08-11,S50c2e82ddd50195,0964,Messenger,196088,588264,1,1,0,1,0,0,1
196,196,Michael,Kelly,517 Copperfield Way,,Brentwood,TN,37027,0,Separated,1,1961-10-19,S50c2e82ddd50196,8499,Partner,30093,120372,1,0,0,1,1,0,1
197,197,Preston,Nickels,1010 Hillcrest Drive,,Fort Collins,CO,80521,1,Married,1,1940-09-17,S50c2e82ddd50197,9965,Partner,143532,430596,1,1,1,1,0,0,0
198,198,Margret,Rodriquez,6408 Fern Crest Road,,Louisville,KY,40291,0,Divorced,1,1990-07-08,S50c2e82ddd50198,9951,Specialist,102505,512525,0,0,1,1,0,0,1
199,199,Ronald,Wickman,1822 North Grand Avenue,,Pueblo,CO,81003,1,Single,0,1955-01-04,S50c2e82ddd50199,6013,Receptionist,184847,739388,1,1,1,0,1,1,0
200,200,Charles,Luckow,13501 Vasili Drive,,Anchorage,AK,99577,0,Separated,1,1985-10-19,S50c2e82ddd50200,5386,Manager,199238,996190,0,0,0,0,0,0,1
201,201,Paul,Tirado,4604 West 19th Court,,Panama City,FL,32405,0,Separated,1,1948-01-27,S50c2e82ddd50201,1284,Underwriter,50745,202980,0,1,1,0,1,0,1
202,202,Doris,Kovach,649 South 41st Street,,Louisville,KY,40211,0,Married,1,1980-12-24,S50c2e82ddd50202,9308,Supervisor,158978,317956,1,1,1,0,0,1,1
203,203,David,Buffington,60 Downey Drive,,Manchester,CT,06040,0,Divorced,1,1983-01-20,S50c2e82ddd50203,6209,Engineer,193232,0,1,0,0,1,0,0,1
204,204,Christopher,Diaz,416 Waverly Avenue,,Baltimore,MD,21225,1,Single,0,1974-08-22,S50c2e82ddd50204,1653,Appraiser,47413,142239,1,0,1,0,0,1,0
205,205,Manuel,Vasquez,16205 Wind Crest Way,,Edmond,OK,73013,1,Widowed,0,1951-03-09,S50c2e82ddd50205,3848,Underwriter,190275,761100,1,0,1,1,0,0,1
206,206,Gary,Bridge,324 Tulip Oak Court,,Linthicum Heights,MD,21090,0,Married,1,1985-07-13,S50c2e82ddd50206,6378,Leader,175220,525660,1,1,1,1,1,0,1
207,207,Sean,Dash,2196 East Jonquil Road,,Fayetteville,AR,72703,1,Separated,0,1959-12-19,S50c2e82ddd50207,2381,Researcher,88272,88272,1,1,0,0,0,0,1
208,208,Maria,Albers,402 Carlton Place,,Goodlettsville,TN,37072,0,Divorced,0,1974-01-08,S50c2e82ddd50208,0670,Professional,21815,0,1,0,1,1,1,1,1
209,209,Michael,White,1349 Burkhart Avenue,,San Leandro,CA,94579,1,Single,0,1969-06-03,S50c2e82ddd50209,1316,Operator,126955,253910,1,0,0,1,0,1,1
210,210,Millie,Atkins,7529 West 72nd Avenue,#4,Arvada,CO,80003,0,Divorced,0,1995-07-17,S50c2e82ddd50210,9043,Receptionist,78930,394650,0,1,1,0,1,0,0
211,211,John,Pennell,2521 Naylor Road Southeast,,Washington,DC,20020,1,Divorced,1,1983-05-17,S50c2e82ddd50211,4667,Professional,107118,214236,0,0,0,1,0,0,1
212,212,Tina,Wadley,46 Lilac Street,,Manchester,CT,06040,0,Widowed,1,1998-05-03,S50c2e82ddd50212,0803,Agent,178498,713992,1,1,0,1,1,0,0
213,213,Randall,Nunn,1010 Hillcrest Drive,,Fort Collins,CO,80521,1,Divorced,1,1968-07-21,S50c2e82ddd50213,0465,Leader,194214,776856,0,0,0,0,1,0,1
214,214,Jason,Dorn,10129 Spring Gate Drive,,Louisville,KY,40241,1,Widowed,0,1973-12-08,S50c2e82ddd50214,2539,President,149675,149675,0,0,0,1,1,0,0
215,215,Raymond,Motta,112 Walnut Street,,Reading,MA,01867,0,Divorced,1,1965-04-25,S50c2e82ddd50215,4109,Counsel,159408,478224,0,0,1,1,1,1,1
216,216,Raymond,Williams,231 South Kimbrel Avenue,,Panama City,FL,32404,0,Married,0,1990-02-13,S50c2e82ddd50216,7055,Underwriter,57860,0,0,0,0,1,1,0,0
217,217,James,Ross,210 Lacross Lane,,Westmore,VT,05860,0,Married,0,1946-03-16,S50c2e82ddd50217,8405,Engineer,131932,0,0,0,1,1,0,0,1
218,218,Dorothy,Mangrum,5707 Whispering Hills Boulevard,,Louisville,KY,40219,1,Divorced,1,1967-12-21,S50c2e82ddd50218,1101,Operator,138115,276230,0,0,1,0,0,0,0
219,219,Garrett,Arellano,3147 West Old Farmington Road,,Fayetteville,AR,72704,1,Single,1,1992-08-06,S50c2e82ddd50219,2190,Broker,197066,394132,1,1,0,0,0,0,1
220,220,Marjorie,Leonard,301 Argonaut Street,,Panama City Beach,FL,32413,0,Divorced,0,1940-04-05,S50c2e82ddd50220,2752,Controller,162232,162232,0,1,1,0,0,1,0
221,221,Kristopher,Simonds,11401 Totem Road,,Anchorage,AK,99516,1,Separated,1,1968-12-13,S50c2e82ddd50221,0134,Boss,128939,386817,0,1,0,1,1,1,0
222,222,Elena,Maggard,38252 Farwell Drive,,Fremont,CA,94536,0,Separated,0,1963-08-16,S50c2e82ddd50222,4982,Estimator,41393,206965,0,0,0,0,1,1,1
223,223,Joan,Stiles,15082 North 59th Avenue,#111,Glendale,AZ,85306,0,Divorced,0,1981-04-16,S50c2e82ddd50223,2672,Architect,161673,808365,0,0,1,0,1,1,1
224,224,Freddie,Carney,63 Wild Thistle Lane,,Savannah,GA,31406,1,Divorced,0,1944-01-21,S50c2e82ddd50224,3809,Counsel,195871,391742,1,1,1,1,0,0,1
225,225,Walter,Gliem,6713 Holt Road,,Nashville,TN,37211,0,Married,0,1995-12-14,S50c2e82ddd50225,0806,Counsel,46300,185200,0,1,0,1,1,0,0
226,226,Linda,Gomez,152 Teddy Drive,,Union City,CA,94587,0,Divorced,0,1978-08-25,S50c2e82ddd50226,7570,Engineer,30571,0,0,1,1,0,0,0,1
227,227,Shirley,Rosales,3616 Echo Lane,,Nashville,TN,37218,0,Separated,0,1969-10-15,S50c2e82ddd50227,6440,Coordinator,35729,178645,1,1,0,1,1,0,0
228,228,Harold,Wolfe,269 Hugh Thomas Drive,,Panama City,FL,32404,1,Divorced,0,1971-01-20,S50c2e82ddd50228,5223,Operator,117995,0,0,0,0,1,1,0,1
229,229,John,King,513 Habberton Road,,Fayetteville,AR,72703,0,Single,1,1959-01-20,S50c2e82ddd50229,5089,Superintendent,83901,419505,1,1,0,0,0,1,1
230,230,Shane,Brummett,3413 Pheasant Run Road,,Norman,OK,73072,1,Widowed,1,1961-03-02,S50c2e82ddd50230,8893,Appraiser,155203,0,1,1,0,1,1,0,1
231,231,Betty,Poore,1649 Timberridge Court,,Fayetteville,AR,72704,0,Married,1,1967-05-18,S50c2e82ddd50231,8002,Broker,108332,433328,0,1,1,1,1,0,1
232,232,Lillian,Morton,80 North East Street,#4,Holyoke,MA,01040,1,Separated,1,1965-10-21,S50c2e82ddd50232,3875,Agent,36188,0,0,1,1,0,1,0,1
233,233,Mary,Price,505 Tarpon Street,,Panama City Beach,FL,32413,0,Separated,0,1964-12-19,S50c2e82ddd50233,8764,Manager,42096,210480,1,1,0,1,1,1,0
234,234,Fred,Robinson,1734 Tamarack Street Northwest,,Washington,DC,20012,0,Divorced,1,1953-06-24,S50c2e82ddd50234,4424,Broker,34520,34520,1,1,1,0,1,0,1
235,235,Albert,Berrios,12283 Thomas Lane,,Yucaipa,CA,92399,0,Single,0,1972-10-14,S50c2e82ddd50235,9121,Officer,132178,0,0,1,0,0,1,1,1
236,236,Vivian,Payne,308 School Avenue,,Panama City,FL,32401,0,Widowed,0,1982-04-26,S50c2e82ddd50236,1534,Professional,30007,30007,1,1,1,0,0,0,1
237,237,Margaret,Stewart,2262 Hall Place Northwest,,Washington,DC,20007,0,Married,0,1963-08-22,S50c2e82ddd50237,6195,Executive,83843,83843,1,1,0,0,1,0,1
238,238,Jesse,Mann,1309 Graniteville Road,,Williamstown,VT,05679,1,Single,1,1997-12-23,S50c2e82ddd50238,9804,Operator,184592,553776,0,0,0,1,0,1,0
239,239,Mary,White,5331 Rexford Court,,Montgomery,AL,36116,0,Divorced,0,1960-03-07,S50c2e82ddd50239,3857,Messenger,55260,165780,0,1,1,0,0,1,0
240,240,Tracey,Eslinger,6518 Dolphin Court,,Glen Burnie,MD,21061,1,Single,1,1949-12-21,S50c2e82ddd50240,4518,Underwriter,80870,0,0,0,1,0,1,0,0
241,241,Judy,Abrams,5024 West Christy Drive,,Glendale,AZ,85304,0,Single,0,1983-03-06,S50c2e82ddd50241,1152,Underwriter,188962,377924,0,0,1,1,1,0,0
242,242,Anthony,Lamphere,8398 West Denton Lane,,Glendale,AZ,85305,1,Married,1,1970-06-16,S50c2e82ddd50242,9350,Underwriter,176665,353330,0,1,0,0,1,1,1
243,243,Consuelo,Wilson,137 East 53rd Avenue,,Anchorage,AK,99518,0,Single,1,1989-12-06,S50c2e82ddd50243,2774,Consultant,50429,151287,1,0,1,1,0,0,0
244,244,Joann,Friedman,227 Danyacrest Drive,,Nashville,TN,37214,1,Single,0,1961-01-22,S50c2e82ddd50244,3800,Vice-president,52260,52260,1,1,0,1,1,0,0
245,245,Diana,Horio,7095 Gladiola Street,,Arvada,CO,80004,1,Single,0,1967-03-02,S50c2e82ddd50245,9718,Officer,70171,70171,0,1,0,0,0,0,1
246,246,Barbara,Everett,65 Arcellia Drive,,Manchester,CT,06042,1,Married,1,1976-05-17,S50c2e82ddd50246,6930,Economist,171534,514602,1,1,1,1,1,0,0
247,247,Irmgard,Berry,6118 North 60th Avenue,D,Glendale,AZ,85301,1,Widowed,1,1989-03-13,S50c2e82ddd50247,8148,Coordinator,180013,540039,0,1,1,0,1,1,1
248,248,Robert,Bouffard,1358 Scenic Avenue,R B,Berkeley,CA,94708,1,Separated,1,1970-03-26,S50c2e82ddd50248,3852,Leader,142197,568788,1,0,0,0,0,1,1
249,249,Alberta,Tom,6601 North 62nd Avenue,,Glendale,AZ,85301,0,Separated,1,1968-10-04,S50c2e82ddd50249,8147,Director,158557,158557,0,1,1,1,1,0,0
250,250,Melinda,Corley,2732 North Ashbrook Drive,,Fayetteville,AR,72703,1,Separated,0,1975-11-26,S50c2e82ddd50250,1771,Partner,164165,0,1,1,0,0,1,1,0
251,251,Scott,Moses,1230 Stafford Drive,,Montgomery,AL,36117,1,Single,0,1966-01-10,S50c2e82ddd50251,2920,Advisory,34638,173190,0,0,0,1,1,1,0
252,252,George,Tate,3337 Woodpark Court,,Montgomery,AL,36116,0,Single,0,1972-10-10,S50c2e82ddd50252,0322,Partner,184236,552708,0,1,1,1,0,1,1
253,253,Edward,Eaton,2534 Willena Avenue,,Montgomery,AL,36107,1,Widowed,1,1976-09-07,S50c2e82ddd50253,0816,Analyst,36400,72800,0,0,1,0,0,0,0
254,254,Stella,Parkhurst,1528 Spruce Street,M,Berkeley,CA,94709,0,Married,1,1947-05-16,S50c2e82ddd50254,3698,Analyst,76443,0,1,0,0,1,1,0,0
255,255,Elizabeth,Wheeler,5927 Camrose Drive,,Anchorage,AK,99504,1,Widowed,0,1950-03-26,S50c2e82ddd50255,4734,Consultant,108269,216538,0,1,0,1,0,0,0
256,256,Krista,Butts,130 Carolina Cherry Circle,,Pooler,GA,31322,1,Divorced,0,1994-02-09,S50c2e82ddd50256,7224,Consultant,84690,169380,1,1,1,1,1,1,1
257,257,Katharine,Mitchell,10763 West 54th Place,,Arvada,CO,80002,1,Married,0,1954-10-11,S50c2e82ddd50257,4174,Messenger,100250,401000,1,1,0,1,1,1,1
258,258,Scott,Blackwell,119 Captain Chase Road,,Dennis,MA,02639,1,Separated,0,1998-01-26,S50c2e82ddd50258,1107,Receptionist,174574,174574,0,0,1,1,1,0,0
259,259,George,Dyer,3553 Brandywine Street Northwest,,Washington,DC,20008,1,Separated,0,1957-02-16,S50c2e82ddd50259,1953,Messenger,165269,661076,0,1,1,0,1,1,0
260,260,Levi,Josephson,1536 Rachaels Ridge,,Nashville,TN,37076,0,Divorced,1,1957-11-07,S50c2e82ddd50260,8765,Receptionist,164819,0,0,1,1,1,1,1,1
261,261,Elizabeth,Davis,1216 West Hill Street,M,Louisville,KY,40210,0,Single,0,1956-05-27,S50c2e82ddd50261,7097,Surveyor,93213,279639,1,1,0,1,0,0,1
262,262,Paulette,Hark,327 Idlewylde Drive,#3,Louisville,KY,40206,1,Divorced,0,1961-09-10,S50c2e82ddd50262,4355,Operator,138547,138547,1,1,0,0,1,0,1
263,263,William,Lauze,115 Wells Street,,Manchester,CT,06040,1,Divorced,1,1974-02-09,S50c2e82ddd50263,5724,Operator,185056,370112,0,1,0,1,1,0,0
264,264,Gary,Cardinal,81 Seaton Place Northwest,,Washington,DC,20001,1,Married,1,1944-12-23,S50c2e82ddd50264,8004,Representative,129028,258056,0,1,0,1,0,1,0
265,265,Luana,Wright,195 Nursery Street,#D10,Springfield,MA,01104,1,Separated,1,1998-12-19,S50c2e82ddd50265,2502,Estimator,101110,101110,0,0,0,0,0,1,0
266,266,Janet,Schwartz,108 East 11th Avenue,#APT 000002,Anchorage,AK,99501,0,Separated,1,1985-09-07,S50c2e82ddd50266,2782,Surveyor,145318,0,1,0,1,1,0,0,0
267,267,Horace,Ward,22 South Duncan Avenue,#420,Fayetteville,AR,72701,0,Married,0,1984-10-11,S50c2e82ddd50267,0510,Advisory,69437,69437,0,1,1,0,1,1,1
268,268,Kenny,Serra,6630 MacArthur Boulevard,#19,Oakland,CA,94605,1,Married,0,1973-01-14,S50c2e82ddd50268,1471,Counsel,146108,0,0,1,0,0,0,0,0
269,269,Betty,Carter,1552 Gibson Street,,Montgomery,AL,36110,0,Separated,1,1971-01-13,S50c2e82ddd50269,8678,Consultant,29845,149225,0,1,0,0,0,1,1
270,270,Vincent,Delfin,4981 Shirley Way,,Livermore,CA,94550,1,Married,1,1965-03-23,S50c2e82ddd50270,6243,Executive,148033,0,0,1,0,1,1,0,1
271,271,Juanita,Perkins,3008 Russell Street,#R 1,Berkeley,CA,94705,1,Widowed,0,1946-01-01,S50c2e82ddd50271,1890,Administrator,113288,113288,0,1,0,0,0,1,1
272,272,Benjamin,Merkl,90 Via Verde,,San Lorenzo,CA,94580,0,Single,1,1974-09-21,S50c2e82ddd50272,5964,Director,169167,0,1,0,1,0,0,0,0
273,273,Pamela,Archuleta,2052 East 42nd Street,,Savannah,GA,31404,0,Married,0,1957-03-02,S50c2e82ddd50273,0989,Counsel,49454,197816,1,0,1,1,1,0,1
274,274,Mathew,Saumier,5144 Cattail Court,,Fayetteville,AR,72701,0,Separated,0,1945-03-24,S50c2e82ddd50274,6112,Engineer,75588,75588,1,1,0,0,1,1,1
275,275,John,Huebner,992 Sherwood Forest Road,,Annapolis,MD,21401,0,Separated,0,1996-01-21,S50c2e82ddd50275,7762,Appraiser,68038,340190,1,1,0,0,1,0,0
276,276,Sylvia,Ocampo,4308 Princess Lane,,Nashville,TN,37218,0,Separated,0,1980-02-05,S50c2e82ddd50276,8793,Vice-president,34981,69962,0,1,1,1,0,0,1
277,277,Bruce,Brown,104 Bennington Street,,Lawrence,MA,01841,1,Divorced,0,1957-12-05,S50c2e82ddd50277,6698,Economist,171551,857755,0,1,0,1,1,0,1
278,278,Martha,Riley,18713 Shilstone Way,,Edmond,OK,73012,0,Separated,0,1994-01-10,S50c2e82ddd50278,3790,Executive,135870,135870,0,1,0,0,0,1,0
279,279,Ray,Scott,1250 Pram Place,,Annapolis,MD,21403,0,Single,0,1999-05-26,S50c2e82ddd50279,2787,Executive,97422,0,1,1,1,0,1,0,0
280,280,Gerald,Gabbert,3109 Thistle Down Lane,,Nashville,TN,37013,0,Single,1,1945-08-13,S50c2e82ddd50280,3824,Architect,190683,381366,0,1,1,1,0,1,0
281,281,Lindsay,Hise,1267 Martin Street,#203,Nashville,TN,37203,0,Separated,0,1996-10-08,S50c2e82ddd50281,0520,Underwriter,183654,550962,1,0,0,0,1,0,1
282,282,Joyce,Ventura,88 Florence Street,#1,New Bedford,MA,02740,0,Widowed,0,1961-02-11,S50c2e82ddd50282,9040,Leader,199765,399530,0,1,1,1,1,0,0
283,283,Gina,Rimmer,6431 Shattuck Avenue,B,Oakland,CA,94609,0,Married,0,1956-11-16,S50c2e82ddd50283,1463,Controller,85302,85302,0,1,1,0,1,1,1
284,284,Guillermo,Smith,345 Buckland Hills Drive,#7,Manchester,CT,06042,0,Widowed,0,2000-03-28,S50c2e82ddd50284,2865,Vice-president,161866,809330,0,1,1,1,0,0,1
285,285,Gabriella,French,1713 Arrow Cove Lane,,Annapolis,MD,21401,1,Widowed,0,1959-04-23,S50c2e82ddd50285,6188,President,196921,0,0,0,1,0,0,0,1
286,286,Tina,Glenn,2347 Glen Eagle Drive,,Northfield,KY,40222,0,Widowed,1,1954-12-10,S50c2e82ddd50286,6380,Administrator,164947,0,0,1,1,1,0,1,1
287,287,Lawrence,Capito,1850 Berryhill Place,,Montgomery,AL,36117,0,Separated,1,1998-02-09,S50c2e82ddd50287,8165,Manager,68476,0,1,1,1,1,1,0,0
288,288,Forrest,Lambe,2248 South Sutherland Drive,,Montgomery,AL,36116,0,Separated,1,1992-10-06,S50c2e82ddd50288,1225,Director,69857,279428,1,0,1,0,1,0,0
289,289,Michael,Smith,1780 142nd Avenue,,San Leandro,CA,94578,0,Widowed,1,1949-05-01,S50c2e82ddd50289,6098,President,37353,186765,1,1,0,0,0,1,1
290,290,William,Stell,2732 North Ashbrook Drive,,Fayetteville,AR,72703,1,Single,1,1971-12-03,S50c2e82ddd50290,6418,Messenger,98340,0,0,1,0,0,1,0,1
291,291,Jacob,Brand,7018 Russell Court,,Arvada,CO,80007,1,Married,0,1941-11-14,S50c2e82ddd50291,6531,Researcher,59177,118354,0,0,0,0,0,0,1
292,292,David,Sisk,203 East Gwinnett Street,,Savannah,GA,31401,0,Widowed,0,1971-02-21,S50c2e82ddd50292,7562,Messenger,130079,390237,1,0,0,1,1,1,0
293,293,Bernard,Kelley,712 Parkside Place Northeast,,Washington,DC,20019,0,Single,0,1965-09-21,S50c2e82ddd50293,6009,Estimator,65732,0,0,1,1,0,1,1,1
294,294,Patricia,Elliston,1711 Lore Road,#APT 000106,Anchorage,AK,99507,1,Separated,0,1948-07-21,S50c2e82ddd50294,1820,Receptionist,134392,268784,1,0,0,0,0,1,1
295,295,Minnie,Barker,711 Tatem Street,,Savannah,GA,31405,0,Single,1,1966-06-23,S50c2e82ddd50295,6018,Estimator,141293,0,0,0,0,1,0,1,1
296,296,Ruth,Peyton,5397 Wentworth Avenue,,Oakland,CA,94601,0,Divorced,0,1988-02-10,S50c2e82ddd50296,5219,Surveyor,29123,87369,0,0,1,1,1,0,0
297,297,Thomas,Schaunaman,6823 Forsythe Drive,,Panama City,FL,32404,0,Separated,0,1952-08-14,S50c2e82ddd50297,8469,Engineer,98294,0,1,1,0,0,1,0,1
298,298,Jerry,Lancaster,109 Peter's Quay,,Savannah,GA,31410,1,Married,0,1998-10-21,S50c2e82ddd50298,3792,Operator,188671,188671,0,1,1,0,0,0,1
299,299,Tiffani,Brenner,312 Westhill Avenue,,Inverness,FL,34452,1,Widowed,1,1966-03-11,S50c2e82ddd50299,8727,Boss,173104,173104,0,1,1,1,0,1,1
